Date,Currency,Exchange,Sql Date Format
27-06-2018,GBP,0.7591,27-06-2018
28-06-2018,USD,1,28-06-2018
28-06-2018,CAD,1.3294,28-06-2018
28-06-2018,AUD,1.3622,28-06-2018
28-06-2018,EUR,0.8633,28-06-2018
28-06-2018,GBP,0.7642,28-06-2018
29-06-2018,USD,1,29-06-2018
29-06-2018,CAD,1.3246,29-06-2018
29-06-2018,AUD,1.3542,29-06-2018
29-06-2018,EUR,0.8578,29-06-2018
29-06-2018,GBP,0.76,29-06-2018
30-06-2018,USD,1,30-06-2018
30-06-2018,CAD,1.3246,30-06-2018
30-06-2018,AUD,1.3542,30-06-2018
30-06-2018,EUR,0.8578,30-06-2018
30-06-2018,GBP,0.76,30-06-2018
07-01-2018,USD,1,07-01-2018
07-01-2018,CAD,1.3246,07-01-2018
07-01-2018,AUD,1.3542,07-01-2018
07-01-2018,EUR,0.8578,07-01-2018
07-01-2018,GBP,0.76,07-01-2018
07-02-2018,USD,1,07-02-2018
07-02-2018,CAD,1.3182,07-02-2018
07-02-2018,AUD,1.3597,07-02-2018
07-02-2018,EUR,0.8592,07-02-2018
07-02-2018,GBP,0.7617,07-02-2018
07-03-2018,USD,1,07-03-2018
07-03-2018,CAD,1.3154,07-03-2018
07-03-2018,AUD,1.3511,07-03-2018
07-03-2018,EUR,0.8573,07-03-2018
07-03-2018,GBP,0.7574,07-03-2018
07-04-2018,USD,1,07-04-2018
07-04-2018,CAD,1.3147,07-04-2018
07-04-2018,AUD,1.354,07-04-2018
07-04-2018,EUR,0.859,07-04-2018
07-04-2018,GBP,0.7568,07-04-2018
07-05-2018,USD,1,07-05-2018
07-05-2018,CAD,1.313,07-05-2018
07-05-2018,AUD,1.3512,07-05-2018
07-05-2018,EUR,0.854,07-05-2018
07-05-2018,GBP,0.7542,07-05-2018
07-06-2018,USD,1,07-06-2018
07-06-2018,CAD,1.3133,07-06-2018
07-06-2018,AUD,1.3484,07-06-2018
07-06-2018,EUR,0.853,07-06-2018
07-06-2018,GBP,0.7557,07-06-2018
07-07-2018,USD,1,07-07-2018
07-07-2018,CAD,1.3133,07-07-2018
07-07-2018,AUD,1.3484,07-07-2018
07-07-2018,EUR,0.853,07-07-2018
07-07-2018,GBP,0.7557,07-07-2018
07-08-2018,USD,1,07-08-2018
07-08-2018,CAD,1.3133,07-08-2018
07-08-2018,AUD,1.3484,07-08-2018
07-08-2018,EUR,0.853,07-08-2018
07-08-2018,GBP,0.7557,07-08-2018
07-09-2018,USD,1,07-09-2018
07-09-2018,CAD,1.3076,07-09-2018
07-09-2018,AUD,1.3364,07-09-2018
07-09-2018,EUR,0.8482,07-09-2018
07-09-2018,GBP,0.7494,07-09-2018
07-10-2018,USD,1,07-10-2018
07-10-2018,CAD,1.3132,07-10-2018
07-10-2018,AUD,1.3437,07-10-2018
07-10-2018,EUR,0.8538,07-10-2018
07-10-2018,GBP,0.7542,07-10-2018
07-11-2018,USD,1,07-11-2018
07-11-2018,CAD,1.3141,07-11-2018
07-11-2018,AUD,1.3523,07-11-2018
07-11-2018,EUR,0.8522,07-11-2018
07-11-2018,GBP,0.754,07-11-2018
07-12-2018,USD,1,07-12-2018
07-12-2018,CAD,1.3183,07-12-2018
07-12-2018,AUD,1.3534,07-12-2018
07-12-2018,EUR,0.8578,07-12-2018
07-12-2018,GBP,0.7571,07-12-2018
13-07-2018,USD,1,13-07-2018
13-07-2018,CAD,1.3191,13-07-2018
13-07-2018,AUD,1.3539,13-07-2018
13-07-2018,EUR,0.8589,13-07-2018
13-07-2018,GBP,0.76,13-07-2018
14-07-2018,USD,1,14-07-2018
14-07-2018,CAD,1.3191,14-07-2018
14-07-2018,AUD,1.3539,14-07-2018
14-07-2018,EUR,0.8589,14-07-2018
14-07-2018,GBP,0.76,14-07-2018
15-07-2018,USD,1,15-07-2018
15-07-2018,CAD,1.3191,15-07-2018
15-07-2018,AUD,1.3539,15-07-2018
15-07-2018,EUR,0.8589,15-07-2018
15-07-2018,GBP,0.76,15-07-2018
16-07-2018,USD,1,16-07-2018
16-07-2018,CAD,1.3139,16-07-2018
16-07-2018,AUD,1.3458,16-07-2018
16-07-2018,EUR,0.8532,16-07-2018
16-07-2018,GBP,0.7532,16-07-2018
17-07-2018,USD,1,17-07-2018
17-07-2018,CAD,1.3157,17-07-2018
17-07-2018,AUD,1.3505,17-07-2018
17-07-2018,EUR,0.8542,17-07-2018
17-07-2018,GBP,0.7579,17-07-2018
18-07-2018,USD,1,18-07-2018
18-07-2018,CAD,1.3254,18-07-2018
18-07-2018,AUD,1.3603,18-07-2018
18-07-2018,EUR,0.8613,18-07-2018
18-07-2018,GBP,0.7675,18-07-2018
19-07-2018,USD,1,19-07-2018
19-07-2018,CAD,1.3247,19-07-2018
19-07-2018,AUD,1.3638,19-07-2018
19-07-2018,EUR,0.863,19-07-2018
19-07-2018,GBP,0.7706,19-07-2018
20-07-2018,USD,1,20-07-2018
20-07-2018,CAD,1.3233,20-07-2018
20-07-2018,AUD,1.3554,20-07-2018
20-07-2018,EUR,0.8569,20-07-2018
20-07-2018,GBP,0.7665,20-07-2018
21-07-2018,USD,1,21-07-2018
21-07-2018,CAD,1.3233,21-07-2018
21-07-2018,AUD,1.3554,21-07-2018
21-07-2018,EUR,0.8569,21-07-2018
21-07-2018,GBP,0.7665,21-07-2018
22-07-2018,USD,1,22-07-2018
22-07-2018,CAD,1.3233,22-07-2018
22-07-2018,AUD,1.3554,22-07-2018
22-07-2018,EUR,0.8569,22-07-2018
22-07-2018,GBP,0.7665,22-07-2018
23-07-2018,USD,1,23-07-2018
23-07-2018,CAD,1.3133,23-07-2018
23-07-2018,AUD,1.3504,23-07-2018
23-07-2018,EUR,0.8535,23-07-2018
23-07-2018,GBP,0.7611,23-07-2018
24-07-2018,USD,1,24-07-2018
24-07-2018,CAD,1.315,24-07-2018
24-07-2018,AUD,1.3495,24-07-2018
24-07-2018,EUR,0.8543,24-07-2018
24-07-2018,GBP,0.7618,24-07-2018
25-07-2018,USD,1,25-07-2018
25-07-2018,CAD,1.3123,25-07-2018
25-07-2018,AUD,1.3487,25-07-2018
25-07-2018,EUR,0.8554,25-07-2018
25-07-2018,GBP,0.7601,25-07-2018
26-07-2018,USD,1,26-07-2018
26-07-2018,CAD,1.3048,26-07-2018
26-07-2018,AUD,1.3479,26-07-2018
26-07-2018,EUR,0.8535,26-07-2018
26-07-2018,GBP,0.7584,26-07-2018
27-07-2018,USD,1,27-07-2018
27-07-2018,CAD,1.3069,27-07-2018
27-07-2018,AUD,1.3561,27-07-2018
27-07-2018,EUR,0.8602,27-07-2018
27-07-2018,GBP,0.7641,27-07-2018
28-07-2018,USD,1,28-07-2018
28-07-2018,CAD,1.3069,28-07-2018
28-07-2018,AUD,1.3561,28-07-2018
28-07-2018,EUR,0.8602,28-07-2018
28-07-2018,GBP,0.7641,28-07-2018
29-07-2018,USD,1,29-07-2018
29-07-2018,CAD,1.3069,29-07-2018
29-07-2018,AUD,1.3561,29-07-2018
29-07-2018,EUR,0.8602,29-07-2018
29-07-2018,GBP,0.7641,29-07-2018
30-07-2018,USD,1,30-07-2018
30-07-2018,CAD,1.3048,30-07-2018
30-07-2018,AUD,1.3518,30-07-2018
30-07-2018,EUR,0.8559,30-07-2018
30-07-2018,GBP,0.7623,30-07-2018
31-07-2018,USD,1,31-07-2018
31-07-2018,CAD,1.3035,31-07-2018
31-07-2018,AUD,1.3466,31-07-2018
31-07-2018,EUR,0.8521,31-07-2018
31-07-2018,GBP,0.7602,31-07-2018
08-01-2018,USD,1,08-01-2018
08-01-2018,CAD,1.3022,08-01-2018
08-01-2018,AUD,1.3481,08-01-2018
08-01-2018,EUR,0.855,08-01-2018
08-01-2018,GBP,0.7613,08-01-2018
08-02-2018,USD,1,08-02-2018
08-02-2018,CAD,1.3036,08-02-2018
08-02-2018,AUD,1.3584,08-02-2018
08-02-2018,EUR,0.8608,08-02-2018
08-02-2018,GBP,0.7674,08-02-2018
08-03-2018,USD,1,08-03-2018
08-03-2018,CAD,1.3018,08-03-2018
08-03-2018,AUD,1.3539,08-03-2018
08-03-2018,EUR,0.863,08-03-2018
08-03-2018,GBP,0.7685,08-03-2018
08-04-2018,USD,1,08-04-2018
08-04-2018,CAD,1.3018,08-04-2018
08-04-2018,AUD,1.3539,08-04-2018
08-04-2018,EUR,0.863,08-04-2018
08-04-2018,GBP,0.7685,08-04-2018
08-05-2018,USD,1,08-05-2018
08-05-2018,CAD,1.3018,08-05-2018
08-05-2018,AUD,1.3539,08-05-2018
08-05-2018,EUR,0.863,08-05-2018
08-05-2018,GBP,0.7685,08-05-2018
08-06-2018,USD,1,08-06-2018
08-06-2018,CAD,1.3023,08-06-2018
08-06-2018,AUD,1.354,08-06-2018
08-06-2018,EUR,0.8663,08-06-2018
08-06-2018,GBP,0.7735,08-06-2018
08-07-2018,USD,1,08-07-2018
08-07-2018,CAD,1.2969,08-07-2018
08-07-2018,AUD,1.3445,08-07-2018
08-07-2018,EUR,0.8619,08-07-2018
08-07-2018,GBP,0.7713,08-07-2018
08-08-2018,USD,1,08-08-2018
08-08-2018,CAD,1.308,08-08-2018
08-08-2018,AUD,1.3502,08-08-2018
08-08-2018,EUR,0.8629,08-08-2018
08-08-2018,GBP,0.7773,08-08-2018
08-09-2018,USD,1,08-09-2018
08-09-2018,CAD,1.3035,08-09-2018
08-09-2018,AUD,1.3479,08-09-2018
08-09-2018,EUR,0.8626,08-09-2018
08-09-2018,GBP,0.7758,08-09-2018
08-10-2018,USD,1,08-10-2018
08-10-2018,CAD,1.3095,08-10-2018
08-10-2018,AUD,1.3683,08-10-2018
08-10-2018,EUR,0.8729,08-10-2018
08-10-2018,GBP,0.7828,08-10-2018
08-11-2018,USD,1,08-11-2018
08-11-2018,CAD,1.3095,08-11-2018
08-11-2018,AUD,1.3683,08-11-2018
08-11-2018,EUR,0.8729,08-11-2018
08-11-2018,GBP,0.7828,08-11-2018
08-12-2018,USD,1,08-12-2018
08-12-2018,CAD,1.3095,08-12-2018
08-12-2018,AUD,1.3683,08-12-2018
08-12-2018,EUR,0.8729,08-12-2018
08-12-2018,GBP,0.7828,08-12-2018
13-08-2018,USD,1,13-08-2018
13-08-2018,CAD,1.3151,13-08-2018
13-08-2018,AUD,1.3742,13-08-2018
13-08-2018,EUR,0.877,13-08-2018
13-08-2018,GBP,0.7834,13-08-2018
14-08-2018,USD,1,14-08-2018
14-08-2018,CAD,1.3071,14-08-2018
14-08-2018,AUD,1.3761,14-08-2018
14-08-2018,EUR,0.8767,14-08-2018
14-08-2018,GBP,0.7829,14-08-2018
15-08-2018,USD,1,15-08-2018
15-08-2018,CAD,1.3102,15-08-2018
15-08-2018,AUD,1.3841,15-08-2018
15-08-2018,EUR,0.8833,15-08-2018
15-08-2018,GBP,0.7873,15-08-2018
16-08-2018,USD,1,16-08-2018
16-08-2018,CAD,1.3142,16-08-2018
16-08-2018,AUD,1.3762,16-08-2018
16-08-2018,EUR,0.8795,16-08-2018
16-08-2018,GBP,0.7871,16-08-2018
17-08-2018,USD,1,17-08-2018
17-08-2018,CAD,1.3147,17-08-2018
17-08-2018,AUD,1.3756,17-08-2018
17-08-2018,EUR,0.8779,17-08-2018
17-08-2018,GBP,0.7864,17-08-2018
18-08-2018,USD,1,18-08-2018
18-08-2018,CAD,1.3147,18-08-2018
18-08-2018,AUD,1.3756,18-08-2018
18-08-2018,EUR,0.8779,18-08-2018
18-08-2018,GBP,0.7864,18-08-2018
19-08-2018,USD,1,19-08-2018
19-08-2018,CAD,1.3147,19-08-2018
19-08-2018,AUD,1.3756,19-08-2018
19-08-2018,EUR,0.8779,19-08-2018
19-08-2018,GBP,0.7864,19-08-2018
20-08-2018,USD,1,20-08-2018
20-08-2018,CAD,1.3071,20-08-2018
20-08-2018,AUD,1.3687,20-08-2018
20-08-2018,EUR,0.8757,20-08-2018
20-08-2018,GBP,0.7835,20-08-2018
21-08-2018,USD,1,21-08-2018
21-08-2018,CAD,1.3022,21-08-2018
21-08-2018,AUD,1.3612,21-08-2018
21-08-2018,EUR,0.8694,21-08-2018
21-08-2018,GBP,0.7802,21-08-2018
22-08-2018,USD,1,22-08-2018
22-08-2018,CAD,1.3022,22-08-2018
22-08-2018,AUD,1.3589,22-08-2018
22-08-2018,EUR,0.8609,22-08-2018
22-08-2018,GBP,0.7742,22-08-2018
23-08-2018,USD,1,23-08-2018
23-08-2018,CAD,1.3031,23-08-2018
23-08-2018,AUD,1.3721,23-08-2018
23-08-2018,EUR,0.8636,23-08-2018
23-08-2018,GBP,0.7762,23-08-2018
24-08-2018,USD,1,24-08-2018
24-08-2018,CAD,1.3068,24-08-2018
24-08-2018,AUD,1.3693,24-08-2018
24-08-2018,EUR,0.863,24-08-2018
24-08-2018,GBP,0.7784,24-08-2018
25-08-2018,USD,1,25-08-2018
25-08-2018,CAD,1.3068,25-08-2018
25-08-2018,AUD,1.3693,25-08-2018
25-08-2018,EUR,0.863,25-08-2018
25-08-2018,GBP,0.7784,25-08-2018
26-08-2018,USD,1,26-08-2018
26-08-2018,CAD,1.3068,26-08-2018
26-08-2018,AUD,1.3693,26-08-2018
26-08-2018,EUR,0.863,26-08-2018
26-08-2018,GBP,0.7784,26-08-2018
27-08-2018,USD,1,27-08-2018
27-08-2018,CAD,1.3051,27-08-2018
27-08-2018,AUD,1.3656,27-08-2018
27-08-2018,EUR,0.8596,27-08-2018
27-08-2018,GBP,0.7768,27-08-2018
28-08-2018,USD,1,28-08-2018
28-08-2018,CAD,1.2919,28-08-2018
28-08-2018,AUD,1.3599,28-08-2018
28-08-2018,EUR,0.854,28-08-2018
28-08-2018,GBP,0.7744,28-08-2018
29-08-2018,USD,1,29-08-2018
29-08-2018,CAD,1.2944,29-08-2018
29-08-2018,AUD,1.3713,29-08-2018
29-08-2018,EUR,0.8576,29-08-2018
29-08-2018,GBP,0.7762,29-08-2018
30-08-2018,USD,1,30-08-2018
30-08-2018,CAD,1.2929,30-08-2018
30-08-2018,AUD,1.3697,30-08-2018
30-08-2018,EUR,0.8553,30-08-2018
30-08-2018,GBP,0.7677,30-08-2018
31-08-2018,USD,1,31-08-2018
31-08-2018,CAD,1.3039,31-08-2018
31-08-2018,AUD,1.3843,31-08-2018
31-08-2018,EUR,0.8583,31-08-2018
31-08-2018,GBP,0.7702,31-08-2018
09-01-2018,USD,1,09-01-2018
09-01-2018,CAD,1.3039,09-01-2018
09-01-2018,AUD,1.3843,09-01-2018
09-01-2018,EUR,0.8583,09-01-2018
09-01-2018,GBP,0.7702,09-01-2018
09-02-2018,USD,1,09-02-2018
09-02-2018,CAD,1.3039,09-02-2018
09-02-2018,AUD,1.3843,09-02-2018
09-02-2018,EUR,0.8583,09-02-2018
09-02-2018,GBP,0.7702,09-02-2018
09-03-2018,USD,1,09-03-2018
09-03-2018,CAD,1.3072,09-03-2018
09-03-2018,AUD,1.3876,09-03-2018
09-03-2018,EUR,0.8614,09-03-2018
09-03-2018,GBP,0.7766,09-03-2018
09-04-2018,USD,1,09-04-2018
09-04-2018,CAD,1.3176,09-04-2018
09-04-2018,AUD,1.3917,09-04-2018
09-04-2018,EUR,0.8649,09-04-2018
09-04-2018,GBP,0.7789,09-04-2018
09-05-2018,USD,1,09-05-2018
09-05-2018,CAD,1.3178,09-05-2018
09-05-2018,AUD,1.3939,09-05-2018
09-05-2018,EUR,0.8634,09-05-2018
09-05-2018,GBP,0.7799,09-05-2018
09-06-2018,USD,1,09-06-2018
09-06-2018,CAD,1.3184,09-06-2018
09-06-2018,AUD,1.3894,09-06-2018
09-06-2018,EUR,0.8595,09-06-2018
09-06-2018,GBP,0.7721,09-06-2018
09-07-2018,USD,1,09-07-2018
09-07-2018,CAD,1.3119,09-07-2018
09-07-2018,AUD,1.3964,09-07-2018
09-07-2018,EUR,0.861,09-07-2018
09-07-2018,GBP,0.7686,09-07-2018
09-08-2018,USD,1,09-08-2018
09-08-2018,CAD,1.3119,09-08-2018
09-08-2018,AUD,1.3964,09-08-2018
09-08-2018,EUR,0.861,09-08-2018
09-08-2018,GBP,0.7686,09-08-2018
09-09-2018,USD,1,09-09-2018
09-09-2018,CAD,1.3119,09-09-2018
09-09-2018,AUD,1.3964,09-09-2018
09-09-2018,EUR,0.861,09-09-2018
09-09-2018,GBP,0.7686,09-09-2018
09-10-2018,USD,1,09-10-2018
09-10-2018,CAD,1.3195,09-10-2018
09-10-2018,AUD,1.405,09-10-2018
09-10-2018,EUR,0.8642,09-10-2018
09-10-2018,GBP,0.7721,09-10-2018
09-11-2018,USD,1,09-11-2018
09-11-2018,CAD,1.316,09-11-2018
09-11-2018,AUD,1.4092,09-11-2018
09-11-2018,EUR,0.864,09-11-2018
09-11-2018,GBP,0.7696,09-11-2018
09-12-2018,USD,1,09-12-2018
09-12-2018,CAD,1.3066,09-12-2018
09-12-2018,AUD,1.4042,09-12-2018
09-12-2018,EUR,0.8632,09-12-2018
09-12-2018,GBP,0.7685,09-12-2018
13-09-2018,USD,1,13-09-2018
13-09-2018,CAD,1.3005,13-09-2018
13-09-2018,AUD,1.3913,13-09-2018
13-09-2018,EUR,0.8606,13-09-2018
13-09-2018,GBP,0.7659,13-09-2018
14-09-2018,USD,1,14-09-2018
14-09-2018,CAD,1.3009,14-09-2018
14-09-2018,AUD,1.3911,14-09-2018
14-09-2018,EUR,0.8555,14-09-2018
14-09-2018,GBP,0.7634,14-09-2018
15-09-2018,USD,1,15-09-2018
15-09-2018,CAD,1.3009,15-09-2018
15-09-2018,AUD,1.3911,15-09-2018
15-09-2018,EUR,0.8555,15-09-2018
15-09-2018,GBP,0.7634,15-09-2018
16-09-2018,USD,1,16-09-2018
16-09-2018,CAD,1.3009,16-09-2018
16-09-2018,AUD,1.3911,16-09-2018
16-09-2018,EUR,0.8555,16-09-2018
16-09-2018,GBP,0.7634,16-09-2018
17-09-2018,USD,1,17-09-2018
17-09-2018,CAD,1.3018,17-09-2018
17-09-2018,AUD,1.393,17-09-2018
17-09-2018,EUR,0.8568,17-09-2018
17-09-2018,GBP,0.7615,17-09-2018
18-09-2018,USD,1,18-09-2018
18-09-2018,CAD,1.3026,18-09-2018
18-09-2018,AUD,1.3887,18-09-2018
18-09-2018,EUR,0.8549,18-09-2018
18-09-2018,GBP,0.7606,18-09-2018
19-09-2018,USD,1,19-09-2018
19-09-2018,CAD,1.2973,19-09-2018
19-09-2018,AUD,1.3807,19-09-2018
19-09-2018,EUR,0.8571,19-09-2018
19-09-2018,GBP,0.7612,19-09-2018
20-09-2018,USD,1,20-09-2018
20-09-2018,CAD,1.2893,20-09-2018
20-09-2018,AUD,1.3729,20-09-2018
20-09-2018,EUR,0.8497,20-09-2018
20-09-2018,GBP,0.7527,20-09-2018
21-09-2018,USD,1,21-09-2018
21-09-2018,CAD,1.2924,21-09-2018
21-09-2018,AUD,1.3738,21-09-2018
21-09-2018,EUR,0.8504,21-09-2018
21-09-2018,GBP,0.7603,21-09-2018
22-09-2018,USD,1,22-09-2018
22-09-2018,CAD,1.2924,22-09-2018
22-09-2018,AUD,1.3738,22-09-2018
22-09-2018,EUR,0.8504,22-09-2018
22-09-2018,GBP,0.7603,22-09-2018
23-09-2018,USD,1,23-09-2018
23-09-2018,CAD,1.2924,23-09-2018
23-09-2018,AUD,1.3738,23-09-2018
23-09-2018,EUR,0.8504,23-09-2018
23-09-2018,GBP,0.7603,23-09-2018
24-09-2018,USD,1,24-09-2018
24-09-2018,CAD,1.2937,24-09-2018
24-09-2018,AUD,1.3749,24-09-2018
24-09-2018,EUR,0.8494,24-09-2018
24-09-2018,GBP,0.7599,24-09-2018
25-09-2018,USD,1,25-09-2018
25-09-2018,CAD,1.2959,25-09-2018
25-09-2018,AUD,1.3784,25-09-2018
25-09-2018,EUR,0.8491,25-09-2018
25-09-2018,GBP,0.7593,25-09-2018
26-09-2018,USD,1,26-09-2018
26-09-2018,CAD,1.2962,26-09-2018
26-09-2018,AUD,1.3804,26-09-2018
26-09-2018,EUR,0.852,26-09-2018
26-09-2018,GBP,0.759,26-09-2018
27-09-2018,USD,1,27-09-2018
27-09-2018,CAD,1.307,27-09-2018
27-09-2018,AUD,1.3838,27-09-2018
27-09-2018,EUR,0.8542,27-09-2018
27-09-2018,GBP,0.76,27-09-2018
28-09-2018,USD,1,28-09-2018
28-09-2018,CAD,1.3013,28-09-2018
28-09-2018,AUD,1.3863,28-09-2018
28-09-2018,EUR,0.8639,28-09-2018
28-09-2018,GBP,0.7665,28-09-2018
29-09-2018,USD,1,29-09-2018
29-09-2018,CAD,1.3013,29-09-2018
29-09-2018,AUD,1.3863,29-09-2018
29-09-2018,EUR,0.8639,29-09-2018
29-09-2018,GBP,0.7665,29-09-2018
30-09-2018,USD,1,30-09-2018
30-09-2018,CAD,1.3013,30-09-2018
30-09-2018,AUD,1.3863,30-09-2018
30-09-2018,EUR,0.8639,30-09-2018
30-09-2018,GBP,0.7665,30-09-2018
10-01-2018,USD,1,10-01-2018
10-01-2018,CAD,1.281,10-01-2018
10-01-2018,AUD,1.3846,10-01-2018
10-01-2018,EUR,0.8616,10-01-2018
10-01-2018,GBP,0.7675,10-01-2018
10-02-2018,USD,1,10-02-2018
10-02-2018,CAD,1.2817,10-02-2018
10-02-2018,AUD,1.3931,10-02-2018
10-02-2018,EUR,0.8663,10-02-2018
10-02-2018,GBP,0.7714,10-02-2018
10-03-2018,USD,1,10-03-2018
10-03-2018,CAD,1.2833,10-03-2018
10-03-2018,AUD,1.3982,10-03-2018
10-03-2018,EUR,0.866,10-03-2018
10-03-2018,GBP,0.7698,10-03-2018
10-04-2018,USD,1,10-04-2018
10-04-2018,CAD,1.2867,10-04-2018
10-04-2018,AUD,1.4114,10-04-2018
10-04-2018,EUR,0.8694,10-04-2018
10-04-2018,GBP,0.7701,10-04-2018
10-05-2018,USD,1,10-05-2018
10-05-2018,CAD,1.2917,10-05-2018
10-05-2018,AUD,1.414,10-05-2018
10-05-2018,EUR,0.8691,10-05-2018
10-05-2018,GBP,0.7663,10-05-2018
10-06-2018,USD,1,10-06-2018
10-06-2018,CAD,1.2917,10-06-2018
10-06-2018,AUD,1.414,10-06-2018
10-06-2018,EUR,0.8691,10-06-2018
10-06-2018,GBP,0.7663,10-06-2018
10-07-2018,USD,1,10-07-2018
10-07-2018,CAD,1.2917,10-07-2018
10-07-2018,AUD,1.414,10-07-2018
10-07-2018,EUR,0.8691,10-07-2018
10-07-2018,GBP,0.7663,10-07-2018
10-08-2018,USD,1,10-08-2018
10-08-2018,CAD,1.2994,10-08-2018
10-08-2018,AUD,1.4151,10-08-2018
10-08-2018,EUR,0.8712,10-08-2018
10-08-2018,GBP,0.7668,10-08-2018
10-09-2018,USD,1,10-09-2018
10-09-2018,CAD,1.2996,10-09-2018
10-09-2018,AUD,1.417,10-09-2018
10-09-2018,EUR,0.8745,10-09-2018
10-09-2018,GBP,0.7668,10-09-2018
10-10-2018,USD,1,10-10-2018
10-10-2018,CAD,1.2963,10-10-2018
10-10-2018,AUD,1.4092,10-10-2018
10-10-2018,EUR,0.8696,10-10-2018
10-10-2018,GBP,0.7604,10-10-2018
10-11-2018,USD,1,10-11-2018
10-11-2018,CAD,1.3047,10-11-2018
10-11-2018,AUD,1.4094,10-11-2018
10-11-2018,EUR,0.8639,10-11-2018
10-11-2018,GBP,0.7559,10-11-2018
10-12-2018,USD,1,10-12-2018
10-12-2018,CAD,1.3007,10-12-2018
10-12-2018,AUD,1.4028,10-12-2018
10-12-2018,EUR,0.864,10-12-2018
10-12-2018,GBP,0.7572,10-12-2018
13-10-2018,USD,1,13-10-2018
13-10-2018,CAD,1.3007,13-10-2018
13-10-2018,AUD,1.4028,13-10-2018
13-10-2018,EUR,0.864,13-10-2018
13-10-2018,GBP,0.7572,13-10-2018
14-10-2018,USD,1,14-10-2018
14-10-2018,CAD,1.3007,14-10-2018
14-10-2018,AUD,1.4028,14-10-2018
14-10-2018,EUR,0.864,14-10-2018
14-10-2018,GBP,0.7572,14-10-2018
15-10-2018,USD,1,15-10-2018
15-10-2018,CAD,1.3026,15-10-2018
15-10-2018,AUD,1.4015,15-10-2018
15-10-2018,EUR,0.8635,15-10-2018
15-10-2018,GBP,0.7603,15-10-2018
16-10-2018,USD,1,16-10-2018
16-10-2018,CAD,1.2954,16-10-2018
16-10-2018,AUD,1.4018,16-10-2018
16-10-2018,EUR,0.863,16-10-2018
16-10-2018,GBP,0.756,16-10-2018
17-10-2018,USD,1,17-10-2018
17-10-2018,CAD,1.2972,17-10-2018
17-10-2018,AUD,1.4042,17-10-2018
17-10-2018,EUR,0.8673,17-10-2018
17-10-2018,GBP,0.7627,17-10-2018
18-10-2018,USD,1,18-10-2018
18-10-2018,CAD,1.3046,18-10-2018
18-10-2018,AUD,1.401,18-10-2018
18-10-2018,EUR,0.8692,18-10-2018
18-10-2018,GBP,0.7635,18-10-2018
19-10-2018,USD,1,19-10-2018
19-10-2018,CAD,1.3031,19-10-2018
19-10-2018,AUD,1.4006,19-10-2018
19-10-2018,EUR,0.8718,19-10-2018
19-10-2018,GBP,0.7674,19-10-2018
20-10-2018,USD,1,20-10-2018
20-10-2018,CAD,1.3031,20-10-2018
20-10-2018,AUD,1.4006,20-10-2018
20-10-2018,EUR,0.8718,20-10-2018
20-10-2018,GBP,0.7674,20-10-2018
21-10-2018,USD,1,21-10-2018
21-10-2018,CAD,1.3031,21-10-2018
21-10-2018,AUD,1.4006,21-10-2018
21-10-2018,EUR,0.8718,21-10-2018
21-10-2018,GBP,0.7674,21-10-2018
22-10-2018,USD,1,22-10-2018
22-10-2018,CAD,1.3089,22-10-2018
22-10-2018,AUD,1.4081,22-10-2018
22-10-2018,EUR,0.87,22-10-2018
22-10-2018,GBP,0.7693,22-10-2018
23-10-2018,USD,1,23-10-2018
23-10-2018,CAD,1.3109,23-10-2018
23-10-2018,AUD,1.4151,23-10-2018
23-10-2018,EUR,0.8712,23-10-2018
23-10-2018,GBP,0.7676,23-10-2018
24-10-2018,USD,1,24-10-2018
24-10-2018,CAD,1.3083,24-10-2018
24-10-2018,AUD,1.4107,24-10-2018
24-10-2018,EUR,0.878,24-10-2018
24-10-2018,GBP,0.7747,24-10-2018
25-10-2018,USD,1,25-10-2018
25-10-2018,CAD,1.3046,25-10-2018
25-10-2018,AUD,1.4099,25-10-2018
25-10-2018,EUR,0.876,25-10-2018
25-10-2018,GBP,0.7755,25-10-2018
26-10-2018,USD,1,26-10-2018
26-10-2018,CAD,1.3148,26-10-2018
26-10-2018,AUD,1.4228,26-10-2018
26-10-2018,EUR,0.8814,26-10-2018
26-10-2018,GBP,0.7817,26-10-2018
27-10-2018,USD,1,27-10-2018
27-10-2018,CAD,1.3148,27-10-2018
27-10-2018,AUD,1.4228,27-10-2018
27-10-2018,EUR,0.8814,27-10-2018
27-10-2018,GBP,0.7817,27-10-2018
28-10-2018,USD,1,28-10-2018
28-10-2018,CAD,1.3148,28-10-2018
28-10-2018,AUD,1.4228,28-10-2018
28-10-2018,EUR,0.8814,28-10-2018
28-10-2018,GBP,0.7817,28-10-2018
29-10-2018,USD,1,29-10-2018
29-10-2018,CAD,1.3107,29-10-2018
29-10-2018,AUD,1.4112,29-10-2018
29-10-2018,EUR,0.8787,29-10-2018
29-10-2018,GBP,0.7801,29-10-2018
30-10-2018,USD,1,30-10-2018
30-10-2018,CAD,1.3138,30-10-2018
30-10-2018,AUD,1.4092,30-10-2018
30-10-2018,EUR,0.8794,30-10-2018
30-10-2018,GBP,0.7839,30-10-2018
31-10-2018,USD,1,31-10-2018
31-10-2018,CAD,1.3126,31-10-2018
31-10-2018,AUD,1.4112,31-10-2018
31-10-2018,EUR,0.8835,31-10-2018
31-10-2018,GBP,0.7852,31-10-2018
11-01-2018,USD,1,11-01-2018
